,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Investigator or Source,href formula,Case Number.2
533,12-Jul-2014,2014,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Body surfing,M,0,Lacerations to hand and wrist,N,0,0,"C. Creswell, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.12-Jewell.pdf,2014.07.12
534,9-Jul-2014,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Lacerations to foot,N,14h00,0,"WESH.com, 7/9/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.09-Durham.pdf,2014.07.09
535,5-Jul-2014,2014,Provoked,USA,California,"Manhattan Beach, Los Angeles County",Swimming,M,0,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N,09h30," White shark, 7' ","R. Collier, GSAF /                   M Michaelson, SRI ",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.05.b-Robles.pdf,2014.07.05.b
536,5-Jul-2014,2014,Unprovoked,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,M,0,"No injury, surboard bitten",N,07h00 - 08h00,0,"R. Collier, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.05.a-Surfer.pdf,2014.07.05.a
537,3-Jul-2014,2014,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Body surfing,M,19,Right hand bitten,N,18h15-18h30,4' to 5' shark,"C. Creswell, GSAF Live5News, 7/3/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.07.03-Fairbourne.pdf,2014.07.03
538,Reported 27-Jun-2014,2014,Boat,ST. MARTIN,0,20 miles from shore,Transatlantic Rowing,M,48,His boat was holed by a shark,N,0,Oceanic whitetip shark',"Star Advertiser, 6/272014; Goree Challenge.com",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.27-Mooney.pdf,2014.06.27.R
539,25-Jun-2014,2014,Unprovoked,BAHAMAS,Abaco Islands,0,Spearfishing,M,42,No injury but shark took his pole spear,N,13h00,"Caribbean reef shark, 7' to 8'","A. Brenneka, Shark Attack Survivors, M. Adams",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.25-Adams.pdf,2014.06.25
540,18-Jun-2014,2014,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Surfing,M,0,"No injury, surfboard 'attacked'",N,17h01,0,"The Times, 6/19/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.18.b-Longhurst.pdf,2014.06.18.b
541,18-Jun-2014,2014,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Body boarding,M,15,Lacerations to knee,N,17h00,0,"The Advertiser, 6/19/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.18.a-McKinnon.pdf,2014.06.18.a
542,Reported 17-Jun-2014,2014,Provoked,AUSTRALIA,Western Australia,Horizontal Falls,Petting a shark,M,0,Lacerations to right hand by captive shark PROVOKED INCIDENT,N,0," Lemon shark, 3.5 m","Meribula News, 6/17/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.17.R-Wright.pdf,2014.06.17.R
543,09-Jun-2014,2014,Unprovoked,BRAZIL,0,500 km off the coast of Pernambuco,Fishing,M,43,Severe injury to arm,N,0,0,"msn, 6/11/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.09.c-Sunarko.pdf,2014.06.09.c
544,09-Jun-2014,2014,Unprovoked,USA,Delaware,"Cape Henlopen State Park, Sussex County",Standing,M,16,"Abrasion to right hand, lacerations to left forearm",N,17h00," Sandbar shark, 3' to 4'","News Journal (Wilmington, Del), 6/11/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.09.b-Vance.pdf,2014.06.09.b
545,09-Jun-2014,2014,Unprovoked,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Body boarding,M,39,Minor injury to torso,N,09h45,"Bronze whaler shark, 1.5m","The Australian, 6/9/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.09.a-Berry.pdf,2014.06.09.a
546,08-Jun-2014,2014,Unprovoked,JAPAN,Atsumi peninsula,Aichi,Surfing,M,43,Left arm bitten,N,Afternoon,0,"Sky News, 6/10/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.08-Takahashi.pdf,2014.06.08
547,07-Jun-2014,2014,Unprovoked,USA,Texas,"West Beach, Galveston",Kneeling in the water,F,14,Shallow lacerations & puncture wounds below shoulder,N,Afternoon,0,"Inquisitr.com, 6/9/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.07-Medina.pdf,2014.06.07
548,01-Jun-2014,2014,Unprovoked,USA,Florida,Fort Lauderdale,Swimming,F,22,Laceration to right lower leg,N,13h30,Bull shark,"Local10.com, 6/1/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.01.c-Vaughn.pdf,2014.06.01.c
549,01-Jun-2014,2014,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,0,Lacerations & puncture wounds to ankle and foot,N,Morning,0,"Newcastle Herald, 6/3/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.01.b-Smith.pdf,2014.06.01.b
550,01-Jun-2014,2014,Unprovoked,USA,Palmyra Atoll,0,Tagging sharks,F,37,Laceration to left hand,N,0,Blacktip Reef shark ,U.S. Coast Guard,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.06.01.a-PalmyraAtoll.pdf,2014.06.01.a
551,24-May-2014,2014,Unprovoked,AUSTRALIA,Queensland,Nerang River near Chevron Island,Fell into the water,F,29,Lacerations to legs,N,0," Bull shark, 1.2m ","Gold Coast Bulletin, 4/27/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.27.R-Freeman.pdf,2014.05.27.R
552,23-May-2014,2014,Unprovoked,FRANCE,Wallis and Futuna,Wallis Island,Scuba diving,M,0,Lacerations to left thigh and hip,N,Morning,3m shark,Facebook.com,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.23-Barnabas.pdf,2014.05.23
553,22-May-2014,2014,Provoked,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,Teasing a shark,M,10,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N,0," Tawney nurse shark, 1m","Newcastle Herald, 5/22/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.22-Aquarium.pdf,2014.05.22
554,15-May-2014,2014,Unprovoked,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Body boarding,F,38,Calf bitten,N,11h30,0,"M. Michaelson, Shark Research Institute",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.15-Tatsch.pdf,2014.05.15
555,14-May-2014,2014,Unprovoked,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula",Surfing,M,35,"No injury, but surfboard severely damaged",N,09h30," white shark, 15' ","N. Davies, The Advertiser, 5/114/2014","http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.14-McLeod, pdf",2014.05.14
556,13-May2014,2014,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Wading,F,44,Lacerations and puncture wounds to right foot,N,11h00,0,"M. Michaelson, Shark Research Institute",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.13-Cosa.pdf,2014.05.13
557,11-May-2014,2014,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,12,Puncture wounds to right thigh,N,0,Shark involvement not confirmed,"Savannah Morning News, 5/12/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.11-Meadows.pdf,2014.05.11
558,Reported 10-May-2014,2014,Invalid,USA,Florida,"Bethel Shoals, Indian River County",Diving,M,0,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",0,0,No shark involvement,"Metro, 5/10/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.10.R-Roseman.pdf,2014.05.10.R
559,06-May-2014,2014,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,F,40,Lacerations to left foot,N,15h00,4' to 5' shark,"The Island Packet, 5/7/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.06-Popp.pdf,2014.05.06
560,04-May-2014,2014,Unprovoked,SOUTH AFRICA,Western Cape Province,Simonstown,Diving,0,0,4-inch laceration to arm,N,0,Cow shark,"Sunday Times, 5/5/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.04-CowShark.pdf,2014.05.04
561,01-May-2014,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,Laceration to right hand and cuts on fingertips,N,15h00,3' shark,"Wesh.com, 5/2/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.05.01-Nolet.pdf,2014.05.01
562,24-Apr-2014,2014,Unprovoked,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",Spearfishing,M,0,Minor injury,N,0,reef shark?,"9 News, 4/24/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.24-WA.pdf,2014.04.24
563,22-Apr-2014,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M ,42,Laceration & puncture wounds to right foot,N,15h30,0,"R. Neale, Florida Today, 4/22/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.22-CocoaBeach.pdf,2014.04.22
564,15-Apr-2014,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,25,Minor lacerations to left foot,N,09h57,0,"Daytona Beach News-Journal, 4/15/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.15-NSB.pdf,2014.04.15
565,Reported 12-Apr-2014,2014,Boat,SOUTH AFRICA,0,0,Shark watching,0,0,"No injury to occupants, shark bit pontoon",N,0,White shark,"You Tube, posted 4/12/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/.2014.04.12.R-inflatable,2014.04.12.R
566,12-Apr-2014,2014,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,M,0,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N,Morning," Raggedtooth shark, 2m","The Citizen, 4/12/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.12-McDougall.pdf,2014.04.12
567,04-Apr-2014,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,teen,Minor puncture wounds to lower left leg,N,13h50,0,"News 13, 4/4/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.04.b-NSB.pdf,2014.04.04.b
568,04-Apr-2014,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,teen,Lacerations to foot,N,13h30,0,"News 13, 4/4/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.04.a-NSB.pdf,2014.04.04.a
569,03-Apr-2014,2014,Unprovoked,AUSTRALIA,New South Wales,Tathra,Swimming,F,63,FATAL,Y,08h20,3 m to 4 m white shark,"B. Myatt, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.04.03-Armstrong.pdf,2014.04.03
570,29-Mar-2014,2014,Invalid,AUSTRALIA,Western Australia,Off Dawesville Cut,Diving for lobsters,M,38,Shark bites may have been post mortem,0,13h30,Shark involvement prior to death not confirmed,"The West Australian, 4/2/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.29-WesternAustralia.pdf,2014.03.29
571,22-Mar-2014,2014,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",Swimming,M,66,FATAL,Y,15h00,2 m shark,"Austrian Independent, 3/24/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.22.b-SecondBeach.pdf,2014.03.22.b
572,22-Mar-2014,2014,Unprovoked,USA,Florida,Delray Beach,Kite Surfing,M,0,Lacerations to left forearm,N,0,4' to 5' shark,"TC Palm, 3/23/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.22.a-Hoffman.pdf,2014.03.22.a
573,21-Mar-2014,2014,Unprovoked,USA,Florida,Macarthur State Park,Surfing,M,9,Lacerations to toes and heel of right foot,N,0,0,"E. Guy, WPBF, 3/26/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.21-Cozzen.pdf,2014.03.21
574,18-Mar-2014,2014,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,0,Kite Surfing,M,42,Lacerations to calf,N,17h58,0,"A. Brenneka, Shark Attack Surviors",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.18.c-Borgna,2014.03.18.c
575,18-Mar-2014,2014,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach,Surfing,M,42,Shark leapt onto surfboard; surfer uninjured ,N,Morning,0,"New7 Melbourne, 3/19/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.18.b-Byrne.pdf,2014.03.18.b
576,18-Mar-2014,2014,Invalid,AUSTRALIA,New South Wales,Lennox Head,0,F,10,"Injuries to wrist/hand by a mackerel, not a shark",0,17h00,No shark involvement,"Brisbane Times, 3/18/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.18-NSW.pdf,2014.03.18
577,12-Mar-2014,2014,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Swimming,M,0,Minor lacerations to foot,N,18h00,Wobbegong shark,"N. Keene, The Daily Telegraph, 3/13/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.12-LightouseBeach.pdf,2014.03.12
578,13-Mar-2014,2014,Invalid,CAYMAN ISLANDS,0,0,Scuba diving / culling lionfish,M,0,"Caribbean reef shark buzzed him. No injury, no attack. ",0,0,Invalid,"You Tube, posted 4/12/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.13-Dimitri.pdf,2014.03.13
579,02-Mar-2014,2014,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,21,Lacerations to toes,N,0,Blacktip or spinner shark?,"L.Gordon, CBS 12, 3/3/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.03.02-Fugitt.pdf,2014.03.02
580,20-Feb-2014,2014,Unprovoked,FRENCH POLYNESIA,Society Islands,Huahine,Kitesurfing,M,21,Lacerations to lower leg,N,16h00,Blacktip reef shark ,"A. Brenneka, Shark Attack Survivors",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.02.20-FrenchPolynesia.pdf,2014.02.20
581,Reported 17-Feb-2014,2014,Boat,PAPUA NEW GUINEA,0,0,Sailing,M,21,"No injury to occupants, hull bitten",N,Night,0,"Sail-World.com, 2/17/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.02.17.R-OneDLL,2014.02.17
582,08-Feb-2014,2014,Unprovoked,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Spearfishing / Free diving,M,28,FATAL,Y,12h00,0,"The Advertiser, 2/9/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.02.08-Kellett.pdf,2014.02.08
583,07-Feb-2014,2014,Provoked,TRINIDAD & TOBAGO,Trinidad,0,Fishing,M,0,Possibly a PROVOKED INCIDENT,N,0,0,"Trinidad Guardian, 2/11/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.02.07.b-Torres.pdf,2014.02.07.b
584,07-Feb-2014,2014,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay,Surfing,M,28,Lacerations to leg,N,20h30,7-gill shark?,"New Zealand Herald, 2/7/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.02.07-PorpoiseBay.pdf,2014.02.07
585,26-Jan-2014,2014,Provoked,AUSTRALIA,New South Wales,Umina Beach,Fishing,M,0,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,N,0,1m shark,"Daily Telegraph, 1/29/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.01.26-O'Connor.pf,2014.01.26
586,25-Jan-2014,2014,Unprovoked,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Spearfishing,M,24,Minor injury to left lower leg & heel,N,0,7-gill shark,"Stuff.co.nz,1/27/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.01.25-Grant,2014.01.25
587,04-Jan-2014,2014,Sea Disaster,JAPAN,Okinawa Prefecture,Off Miyako Island,Sea disaster,M,31,5 cm bite to left foot,N,0,0,"Focus Taiwan, 1/7/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2014.01.04-Rianto.pdf,2014.01.04
588,2014,2014,Unprovoked,USA,Hawaii,0,Free diving / Photographing pilot whales,M,0,"""Minor laceration to shoulder""",N,0,Oceanic whitetip shark,You Tube,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.00.00.b-OceanicWhitetip.pdf,2014.00.00.b
589,2014,2014,Boat,NEW ZEALAND,0,Stewart Island,Filming a documentary,0,0,"No injury to occupants, shark nudged and bit boat",N,0,"White shark, 6 m",Discovery Channel,http://sharkattackfile.net/spreadsheets/pdf_directory/2014.00.00-Jeff-Andy.pdf,2014.00.00
590,25-Dec-2013,2013,Unprovoked,NEW CALEDONIA,North Province,"Lindéralique, Hienghène",Snorkeling,M,37,Leg bitten,N,11h00,Reported to involve a bull shark,"Les Novelles Caledonie, 12/26/2014",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.25-NewCaledonia.pdf,2013.12.25
591,16-Dec-2013,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,M,19,Injuries to left thigh,N,08h45,"White shark, 3m ","Cape Argus, 12/16/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.16-Browne.pdf,2013.12.16
592,13-Dec-2013,2013,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,0,Attempting to remove fishing net from submerged object,M,35,Severe injury to arm,N,0,0,"Coast Guard News, 12/16/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.13-Kiribati.pdf,2013.12.13
593,11-Dec-2013,2013,Unprovoked,USA,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,M,29,Lacerations to right hand & knee,N,08h00,"Tiger shark, 10' to 12'","Big Island Now, 12/11/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.11-Hawaii.pdf,2013.12.11
594,10-Dec-2013,2013,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,30,Right foot bitten,N,14h30,4' to 6' shark,"Florida Today, 12/10/2103",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.10-Baughman.pdf,2013.12.10
595,05-Dec-2013,2013,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,26,"Puncture wounds to hand, laceration to leg",N,18h15," Wobbegong shark, 1.6 to 1.8m ","The Sydney Morning Herald, 12/5/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.05-PortMacquarie.pdf,2013.12.05
596,02-Dec-2013,2013,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,M,57,FATAL,Y,09h00,0,"C. Sugidono, The Maui News, 12/2/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.12.02-Briney.pdf,2013.12.02
597,30-Nov-2013,2013,Unprovoked,AUSTRALIA,New South Wales,"Riecks Point,  Campbell’s Beach, ",Body boarding,M,19,FATAL,Y,14h00,"Tiger shark, 3m ","The Sydney Morning Herald, 11/30/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.30-ZacYoung.pdf,2013.11.30
598,29-Nov2013,2013,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,58,Right calf bitten,N,13h00,0,"L. Fujimoto, Maui News, 11/29/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.29-Maui.pdf,2013.11.29
599,23-Nov-2013,2013,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,M,35,FATAL,Y,09h00,Thought to involve a white shark,"J. Baily; Perth Now, 11/23/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.23.a-Boyd.pdf,2013.11.23.a
600,22-Nov-2013,2013,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,25,"No injury, board bitten",N,10h30,"White shark, 10 '",R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.22-Gardiner.pdf,2013.11.22
601,12-Nov-2013,2013,Unprovoked,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Surfing,M,0,"No injury, board bumped by shark",N,15h00,Reported to involve a white shark,"West Australian, 11/13/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.12-Daly.pdf,2013.11.12
602,10-Nov-2013,2013,Provoked,BAHAMAS,0,Off Cape Eleuthera,Shark fishing,M,77,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,N,11h00,0,"Jamaica Observer, 11/11/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.10-Bahamas.pdf,2013.11.10
603,07-Nov-2013,2013,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",Body boarding,M,16,"No injury, swim fin bitten",N,Afternoon,0,"S. Nagiewicz, SRI; Star Ledger, 11/9/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.07.b-Gates.pdf,2013.11.07.b
604,07-Nov-2013,2013,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,0,Foot bitten,N,0,0,"Space Coast Daily, 11/11/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.11.07.a-Melian.pdf,2013.11.07.a
605,31-Oct-2013,2013,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Kiteboarding,M,46,Severe bite to right calf & anklel,N,15h19,Tiger shark,"Maui TV, 10/31/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.31-ChristianBrandon.pdf,2013.10.31
606,28-Oct-2013,2013,Unprovoked,AUSTRALIA,Western Australia,Turquoise Bay,Snorkeling,F,60,Lacerations to right arm,N,Afternoon,"Blacktip reef shark, 1m","AAP, 10/28/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.28-Simmons.pdf,2013.10.28
607,26-Oct-2013,2013,Unprovoked,REUNION,d’Étang-Salé,Ravine Mula,Body boarding,M,24,Right leg severed,N,16h30,Thought to involve a bull shark,"Global Post, 10/26/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.26.b-Tanguy.pdf,2013.10.26.b
608,26-Oct-2013,2013,Unprovoked,AUSTRALIA,Western Australia,"Little Island, near Hillarys",Diving for crayfish,M,0,"No injury, swim fin shredded",N,10h55,Reported to involve a 4 m white shark,"Sky News, 10/26/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.26.a-Robinson.pdf,2013.10.26.a
609,24-Oct-2013,2013,Unprovoked,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,M,41,Injuries to right foot,N,18h15,Wobbegong shark,"A. Brenneka, Shark Attack Survivors",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.24-Joyce.pdf,2013.10.24
610,23-Oct-2013,2013,Unprovoked,USA,Hawaii,"Waiehu, Maui",Diving ,M,45,"3"" laceration to left hip",N,15h55,"Whitetip reef shark, 4' to 6'","Maui News, 10/23/2013",http://sharkattackfile.net/spreadsheets/pdf_directory/2013.10.23-ShaneMills.pdf,2013.10.23
